UserID,SurveyID,1,2,89,3,4,50,51,5,8,9,90,98,104,91,17,10,11,15,16,56,83,85,58,59,64,65,78,115,116,48,49
1144,2014,27,Female,,United Kingdom,-1,,,0,More than 1000,0,No,Maybe,,Yes,,No,Yes,,,,,,,,,,,,,,
1145,2014,23,Male,,Israel,-1,,,0,More than 1000,0,No,No,,Yes,,No,Yes,,,,,,,,,,,,,,
1146,2014,26,Female,,United States,New York,,,0,26-100,1,No,Maybe,,Don't know,,Don't know,Don't know,,,,,,,,,,,,,,
1147,2014,38,Male,,United Kingdom,-1,,,0,1-5,1,No,No,,Don't know,,No,Don't know,,,,,,,,,,,,,,
1148,2014,39,Male,,United Kingdom,-1,,,0,More than 1000,0,Maybe,Maybe,,Yes,,No,Yes,,,,,,,,,,,,,,
1149,2014,35,Male,,United States,Indiana,,,0,More than 1000,0,No,Yes,,Don't know,,Yes,Don't know,,,,,,,,,,,,,,
1150,2014,32,Male,,United States,North Carolina,,,0,6-25,1,No,Maybe,,Don't know,,Yes,Don't know,,,,,,,,,,,,,,
1151,2014,32,Male,,United States,California,,,0,More than 1000,1,Maybe,Maybe,,Don't know,,Yes,Yes,,,,,,,,,,,,,,
1152,2014,26,Male,,United Kingdom,-1,,,0,6-25,1,Maybe,Yes,,Don't know,,No,Don't know,,,,,,,,,,,,,,
1153,2014,38,Male,,Canada,-1,,,0,100-500,1,No,No,,No,,Don't know,Don't know,,,,,,,,,,,,,,
1154,2014,34,Female,,United Kingdom,-1,,,0,26-100,0,No,No,,Yes,,Yes,Yes,,,,,,,,,,,,,,
1155,2014,39,Male,,United States,Tennessee,,,0,26-100,0,No,Yes,,Don't know,,Don't know,Don't know,,,,,,,,,,,,,,
1156,2014,32,Male,,Canada,-1,,,1,6-25,1,No,No,,Yes,,Don't know,Don't know,,,,,,,,,,,,,,
1157,2014,37,Male,,Netherlands,-1,,,1,1-5,1,Yes,Yes,,Don't know,,Don't know,Don't know,,,,,,,,,,,,,,
1158,2014,31,Male,,United Kingdom,-1,,,0,6-25,1,No,No,,Don't know,,Don't know,Don't know,,,,,,,,,,,,,,
1159,2014,30,Male,,United States,Minnesota,,,0,6-25,1,No,No,,Don't know,,No,Don't know,,,,,,,,,,,,,,
1160,2014,51,Male,,Singapore,-1,,,0,More than 1000,1,No,Yes,,No,,Don't know,Don't know,,,,,,,,,,,,,,
1161,2014,29,Male,,United States,North Carolina,,,0,26-100,1,No,Yes,,Don't know,,Yes,Don't know,,,,,,,,,,,,,,
1162,2014,31,Male,,United Kingdom,-1,,,0,100-500,1,Yes,Maybe,,Yes,,Yes,Don't know,,,,,,,,,,,,,,
1163,2014,31,Male,,India,-1,,,0,26-100,1,Yes,Yes,,Don't know,,Don't know,Don't know,,,,,,,,,,,,,,
1164,2014,26,Male,,United States,Texas,,,0,6-25,1,No,Maybe,,Don't know,,Don't know,Don't know,,,,,,,,,,,,,,
1165,2014,46,Female,,United States,California,,,0,100-500,0,No,Maybe,,No,,Yes,Yes,,,,,,,,,,,,,,
1166,2014,32,Male,,United States,California,,,0,More than 1000,1,No,Maybe,,Don't know,,Yes,Don't know,,,,,,,,,,,,,,
1167,2014,29,Male,,United States,Illinois,,,0,26-100,0,No,Maybe,,Don't know,,Yes,Don't know,,,,,,,,,,,,,,
1168,2014,34,Male,,Poland,-1,,,0,More than 1000,1,No,Maybe,,Don't know,,Don't know,Don't know,,,,,,,,,,,,,,
1169,2014,26,Male,,Colombia,-1,,,0,6-25,1,No,Yes,,Yes,,No,No,,,,,,,,,,,,,,
1170,2014,32,Female,,United States,Pennsylvania,,,0,More than 1000,1,No,Maybe,,No,,Yes,Don't know,,,,,,,,,,,,,,
1171,2014,29,Male,,United States,Illinois,,,0,More than 1000,1,No,Maybe,,No,,Don't know,Don't know,,,,,,,,,,,,,,
1172,2014,30,Male,,United States,Illinois,,,0,More than 1000,0,Maybe,Yes,,Don't know,,Yes,Don't know,,,,,,,,,,,,,,
1173,2014,40,Female,,United States,Minnesota,,,0,26-100,1,No,No,,Yes,,Yes,Yes,,,,,,,,,,,,,,
1174,2014,23,Male,,United Kingdom,-1,,,0,1-5,1,No,Maybe,,No,,No,Don't know,,,,,,,,,,,,,,
1175,2014,20,Male,,Georgia,-1,,,0,26-100,0,Yes,Yes,,No,,No,Don't know,,,,,,,,,,,,,,
1176,2014,38,Male,,United States,New York,,,0,6-25,1,No,No,,Don't know,,Don't know,Don't know,,,,,,,,,,,,,,
1177,2014,26,Female,,United States,Michigan,,,0,100-500,1,Maybe,Maybe,,No,,Yes,Don't know,,,,,,,,,,,,,,
1178,2014,29,Male,,United States,Ohio,,,0,26-100,1,No,No,,No,,No,Don't know,,,,,,,,,,,,,,
1179,2014,40,Male,,China,-1,,,1,1-5,1,No,No,,Don't know,,No,Don't know,,,,,,,,,,,,,,
1180,2014,25,Female,,Bulgaria,Utah,,,0,26-100,1,Maybe,Maybe,,No,,No,Don't know,,,,,,,,,,,,,,
1181,2014,32,Female,,United States,New York,,,0,26-100,1,Maybe,Maybe,,No,,Yes,Yes,,,,,,,,,,,,,,
1182,2014,38,Male,,United States,California,,,0,More than 1000,0,No,Maybe,,No,,Yes,Yes,,,,,,,,,,,,,,
1183,2014,72,Female,,United States,Indiana,,,0,500-1000,0,Maybe,Maybe,,Don't know,,Yes,Don't know,,,,,,,,,,,,,,
1184,2014,35,Female,,United States,Indiana,,,0,1-5,1,Maybe,Maybe,,Yes,,No,Yes,,,,,,,,,,,,,,
1185,2014,28,Female,,United States,Virginia,,,0,6-25,1,Maybe,Yes,,Don't know,,No,Don't know,,,,,,,,,,,,,,
1186,2014,27,Female,,United States,Oklahoma,,,0,100-500,0,No,No,,Yes,,Don't know,Don't know,,,,,,,,,,,,,,
1187,2014,56,Female,,United States,Oregon,,,1,1-5,1,Maybe,Maybe,,Don't know,,Don't know,Don't know,,,,,,,,,,,,,,
1188,2014,38,Male,,United States,Alabama,,,0,26-100,1,No,Maybe,,Don't know,,Yes,Don't know,,,,,,,,,,,,,,
1189,2014,31,Female,,Belgium,-1,,,0,26-100,1,No,Maybe,,Don't know,,Don't know,Yes,,,,,,,,,,,,,,
1190,2014,40,Male,,United States,Alabama,,,0,6-25,1,No,Maybe,,Yes,,Yes,Yes,,,,,,,,,,,,,,
1191,2014,44,Male,,United States,Ohio,,,0,100-500,1,No,Maybe,,Don't know,,Yes,Yes,,,,,,,,,,,,,,
1192,2014,34,Male,,Canada,-1,,,0,More than 1000,1,No,Maybe,,Don't know,,Yes,Yes,,,,,,,,,,,,,,
1193,2014,37,Male,,United Kingdom,-1,,,0,26-100,1,No,No,,Don't know,,Don't know,Don't know,,,,,,,,,,,,,,
1194,2014,38,Male,,Italy,-1,,,0,26-100,1,No,No,,No,,Don't know,Yes,,,,,,,,,,,,,,
1195,2014,27,Male,,Germany,-1,,,0,26-100,1,No,No,,Don't know,,Don't know,Don't know,,,,,,,,,,,,,,
1196,2014,34,Female,,Ireland,-1,,,0,500-1000,0,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,
1197,2014,35,Female,,Ireland,-1,,,0,1-5,1,No,Maybe,,No,,Don't know,No,,,,,,,,,,,,,,
1198,2014,34,Male,,Ireland,-1,,,0,6-25,1,Maybe,Yes,,No,,No,Don't know,,,,,,,,,,,,,,
1199,2014,32,Male,,United States,Texas,,,0,26-100,1,Maybe,Yes,,Don't know,,Yes,Don't know,,,,,,,,,,,,,,
1200,2014,25,Male,,Ireland,-1,,,0,100-500,1,No,Maybe,,Don't know,,Don't know,Don't know,,,,,,,,,,,,,,
1201,2014,28,Male,,Australia,-1,,,0,100-500,1,No,Yes,,No,,No,Don't know,,,,,,,,,,,,,,
1202,2014,28,Female,,United States,Texas,,,0,6-25,1,Yes,Yes,,No,,Yes,Don't know,,,,,,,,,,,,,,
1203,2014,31,Male,,Brazil,-1,,,1,1-5,1,No,No,,Don't know,,No,No,,,,,,,,,,,,,,
1204,2014,24,Male,,United Kingdom,-1,,,0,100-500,1,Maybe,Maybe,,Don't know,,Don't know,Don't know,,,,,,,,,,,,,,
1205,2014,34,Male,,Ireland,-1,,,0,1-5,1,No,Maybe,,Don't know,,No,Don't know,,,,,,,,,,,,,,
1206,2014,32,Male,,Ireland,-1,,,0,6-25,1,No,No,,Don't know,,No,Don't know,,,,,,,,,,,,,,
1207,2014,34,Male,,United Kingdom,-1,,,0,26-100,0,No,Maybe,,Yes,,Don't know,Don't know,,,,,,,,,,,,,,
1208,2014,23,Male,,United States,Texas,,,0,1-5,1,Maybe,Maybe,,No,,No,No,,,,,,,,,,,,,,
1209,2014,33,Male,,Czech Republic,-1,,,0,100-500,1,No,No,,Don't know,,No,Don't know,,,,,,,,,,,,,,
1210,2014,29,Male,,Singapore,-1,,,0,26-100,1,No,Maybe,,No,,Don't know,Don't know,,,,,,,,,,,,,,
1211,2014,24,Male,,Ireland,-1,,,0,1-5,1,Maybe,Maybe,,Don't know,,No,Don't know,,,,,,,,,,,,,,
1212,2014,45,Male,,Ireland,-1,,,0,More than 1000,1,No,Yes,,No,,Don't know,Don't know,,,,,,,,,,,,,,
1213,2014,34,Female,,United Kingdom,-1,,,0,More than 1000,0,Maybe,Maybe,,No,,No,Yes,,,,,,,,,,,,,,
1214,2014,31,Male,,Philippines,-1,,,0,More than 1000,1,Yes,Yes,,No,,Don't know,Don't know,,,,,,,,,,,,,,
1215,2014,33,Male,,United States,Florida,,,0,26-100,1,No,Maybe,,Don't know,,Yes,Yes,,,,,,,,,,,,,,
1216,2014,28,Male,,Netherlands,-1,,,0,6-25,1,Maybe,Maybe,,Don't know,,No,Don't know,,,,,,,,,,,,,,
1217,2014,27,Male,,United Kingdom,-1,,,0,More than 1000,0,No,No,,Don't know,,Don't know,Don't know,,,,,,,,,,,,,,
1218,2014,42,Male,,Ireland,-1,,,0,26-100,1,Yes,Yes,,No,,No,No,,,,,,,,,,,,,,
1219,2014,28,Male,,Netherlands,-1,,,0,6-25,1,Maybe,Maybe,,Don't know,,No,Don't know,,,,,,,,,,,,,,
1220,2014,38,Male,,United States,Texas,,,0,More than 1000,1,No,No,,Don't know,,Yes,Yes,,,,,,,,,,,,,,
1221,2014,46,Male,,United States,California,,,0,26-100,1,No,Maybe,,No,,Don't know,Don't know,,,,,,,,,,,,,,
1222,2014,46,Male,,United States,Maryland,,,0,100-500,1,No,No,,Don't know,,Don't know,Don't know,,,,,,,,,,,,,,
1223,2014,41,Female,,Netherlands,-1,,,1,1-5,1,No,No,,Yes,,Don't know,No,,,,,,,,,,,,,,
1224,2014,23,Male,,United Kingdom,-1,,,0,26-100,1,No,Maybe,,Yes,,Don't know,Don't know,,,,,,,,,,,,,,
1225,2014,24,Male,,Ireland,-1,,,0,More than 1000,1,No,Maybe,,Yes,,Yes,Don't know,,,,,,,,,,,,,,
1226,2014,23,Female,,Ireland,-1,,,0,26-100,1,No,No,,Don't know,,No,Don't know,,,,,,,,,,,,,,
1227,2014,39,Male,,Netherlands,-1,,,0,More than 1000,0,Maybe,Maybe,,Yes,,Yes,Don't know,,,,,,,,,,,,,,
1228,2014,32,Female,,Ireland,-1,,,0,More than 1000,1,No,Maybe,,Don't know,,Yes,Yes,,,,,,,,,,,,,,
1229,2014,25,Male,,United States,Minnesota,,,0,26-100,1,No,Yes,,Don't know,,Don't know,Don't know,,,,,,,,,,,,,,
1230,2014,39,Male,,Greece,-1,,,0,6-25,1,No,Yes,,Don't know,,No,Yes,,,,,,,,,,,,,,
1231,2014,23,Female,,United Kingdom,-1,,,0,6-25,1,No,No,,Yes,,No,Yes,,,,,,,,,,,,,,
1232,2014,24,Male,,United Kingdom,-1,,,1,6-25,1,Maybe,Maybe,,Don't know,,No,Don't know,,,,,,,,,,,,,,
1233,2014,25,Male,,United Kingdom,-1,,,0,More than 1000,0,No,No,,Yes,,Yes,Yes,,,,,,,,,,,,,,
1234,2014,23,Male,,United Kingdom,-1,,,0,6-25,1,No,No,,Don't know,,No,Don't know,,,,,,,,,,,,,,
1235,2014,24,"ostensibly male, unsure what that really means",,United Kingdom,-1,,,0,6-25,0,Maybe,Yes,,Don't know,,Don't know,Don't know,,,,,,,,,,,,,,
1236,2014,23,Male,,Canada,-1,,,0,26-100,1,No,Maybe,,Don't know,,Yes,Don't know,,,,,,,,,,,,,,
1237,2014,60,Male,,United States,California,,,0,More than 1000,1,Maybe,Maybe,,Don't know,,Don't know,Don't know,,,,,,,,,,,,,,
1238,2014,28,Male,,Ireland,-1,,,0,26-100,1,Maybe,Yes,,No,,No,Yes,,,,,,,,,,,,,,
1239,2014,28,Male,,United States,Tennessee,,,0,More than 1000,0,Maybe,Yes,,No,,Yes,Yes,,,,,,,,,,,,,,
1240,2014,30,Male,,Netherlands,-1,,,0,500-1000,1,No,Maybe,,Don't know,,Don't know,Don't know,,,,,,,,,,,,,,
1241,2014,31,Male,,Germany,-1,,,0,100-500,1,No,No,,Don't know,,Don't know,Yes,,,,,,,,,,,,,,
1242,2014,31,Male,,Poland,-1,,,1,6-25,1,No,Maybe,,Don't know,,No,Don't know,,,,,,,,,,,,,,
1243,2014,28,Male,,Ireland,-1,,,0,26-100,1,No,Maybe,,Don't know,,Don't know,Don't know,,,,,,,,,,,,,,
1244,2014,43,Female,,United States,Florida,,,0,More than 1000,1,No,No,,Don't know,,Yes,Don't know,,,,,,,,,,,,,,
1245,2014,32,Female,,United Kingdom,-1,,,0,More than 1000,0,No,Maybe,,No,,No,Don't know,,,,,,,,,,,,,,
1246,2014,22,Male,,Australia,-1,,,0,100-500,0,Maybe,Maybe,,Don't know,,Yes,Yes,,,,,,,,,,,,,,
1247,2014,32,Male,,United States,Oregon,,,0,100-500,1,No,No,,Don't know,,Yes,Don't know,,,,,,,,,,,,,,
1248,2014,36,Male,,Finland,-1,,,0,6-25,1,No,Yes,,Don't know,,No,No,,,,,,,,,,,,,,
1249,2014,41,Female,,United States,Washington,,,0,26-100,1,Maybe,Yes,,Don't know,,Yes,Don't know,,,,,,,,,,,,,,
1250,2014,30,Male,,United States,California,,,0,26-100,1,No,No,,Yes,,Yes,Yes,,,,,,,,,,,,,,
1251,2014,30,Male,,United States,California,,,1,26-100,1,No,No,,Yes,,Yes,Don't know,,,,,,,,,,,,,,
1252,2014,36,Male,,South Africa,-1,,,0,100-500,0,No,No,,Yes,,No,Don't know,,,,,,,,,,,,,,
1253,2014,29,Male,,United States,North Carolina,,,0,100-500,1,No,Yes,,No,,Yes,Yes,,,,,,,,,,,,,,
1254,2014,36,Male,,United States,Utah,,,0,More than 1000,0,Maybe,Maybe,,Don't know,,Don't know,Don't know,,,,,,,,,,,,,,
1255,2014,26,Male,,United Kingdom,-1,,,0,26-100,1,No,No,,Don't know,,No,Don't know,,,,,,,,,,,,,,
1256,2014,32,Male,,United States,Illinois,,,0,26-100,1,No,No,,Yes,,Yes,Yes,,,,,,,,,,,,,,
1257,2014,34,Male,,United States,California,,,0,More than 1000,1,Yes,Yes,,No,,Yes,Don't know,,,,,,,,,,,,,,
1258,2014,46,Female,,United States,North Carolina,,,0,100-500,1,No,Yes,,No,,No,Don't know,,,,,,,,,,,,,,
1259,2014,25,Male,,United States,Illinois,,,0,26-100,0,No,Maybe,,Don't know,,Yes,Yes,,,,,,,,,,,,,,
1260,2014,41,Male,,Australia,-1,,,0,500-1000,0,No,Yes,,No,,No,Don't know,,,,,,,,,,,,,,
1261,2016,39,Male,,United Kingdom,-1,United Kingdom,-1,0,26-100,1,No,,No,I don't know,Very easy,Not eligible for coverage / NA,I don't know,No,No,No,,,,,,,,-1,-1,Not applicable to me,Not applicable to me
1262,2016,29,Male,,United States of America,Illinois,United States of America,Illinois,0,6-25,1,No,,No,Yes,Somewhat easy,No,Yes,Yes,Yes,No,,,,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",-1,Rarely,Sometimes
1263,2016,38,Male,,United Kingdom,-1,United Kingdom,-1,0,6-25,1,No,,Maybe,I don't know,Neither easy nor difficult,No,I don't know,No,No,Maybe/Not sure,,,,,,,,-1,-1,Not applicable to me,Not applicable to me
1264,2016,43,Male,,United Kingdom,-1,United Kingdom,-1,1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,No,,,,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",-1,Sometimes,Sometimes
1265,2016,43,Female,,United States of America,Illinois,United States of America,Illinois,0,6-25,0,Maybe,,Yes,No,Neither easy nor difficult,Yes,No,No,No,"Yes, I experienced",,,,,,,,Stress Response Syndromes,-1,Sometimes,Sometimes
1266,2016,42,Male,,United Kingdom,-1,United Kingdom,-1,0,More than 1000,1,Yes,,Yes,No,Somewhat easy,Yes,Yes,No,Yes,"Yes, I experienced",,,,,,,,Substance Use Disorder,-1,Not applicable to me,Often
1267,2016,30,Male,,United States of America,Tennessee,United States of America,Tennessee,0,26-100,1,No,,No,Yes,Somewhat easy,I don't know,I don't know,No,No,No,,,,,,,,-1,-1,Not applicable to me,Not applicable to me
1268,2016,37,Female,,United States of America,Virginia,United States of America,Virginia,0,More than 1000,1,No,,No,I don't know,Very easy,Yes,Yes,No,Yes,"Yes, I observed",,,,,,,,Substance Use Disorder,-1,Sometimes,Often
1269,2016,44,Female,,United States of America,California,United States of America,California,0,26-100,0,Yes,,Yes,No,Very difficult,I don't know,I don't know,No,No,"Yes, I observed",,,,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",-1,Rarely,Often
1270,2016,30,Male,,United States of America,Kentucky,United States of America,Kentucky,1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,No,,,,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",-1,Rarely,Often
1271,2016,28,Male,,United States of America,Oregon,United States of America,Oregon,0,26-100,1,No,,No,Yes,Very easy,Yes,Yes,Yes,Yes,"Yes, I observed",,,,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",-1,Sometimes,Often
1272,2016,34,Male,,United States of America,Pennsylvania,United States of America,Pennsylvania,0,100-500,0,No,,Yes,No,Somewhat difficult,Yes,I don't know,No,I don't know,No,,,,,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",-1,Never,Rarely
1273,2016,30,Female,,United States of America,New Jersey,United States of America,New Jersey,0,100-500,1,No,,No,Yes,Very easy,Yes,Yes,No,No,No,,,,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",-1,Rarely,Sometimes
1274,2016,44,Male,,Canada,-1,Canada,-1,0,100-500,0,No,,No,Yes,Somewhat easy,Yes,Yes,Yes,Yes,"Yes, I experienced",,,,,,,,-1,Substance Use Disorder,Not applicable to me,Sometimes
1275,2016,35,Male,,United States of America,Georgia,United States of America,Georgia,0,100-500,1,No,,No,No,Very easy,Yes,Yes,No,I don't know,No,,,,,,,,Obsessive-Compulsive Disorder,-1,Sometimes,Sometimes
1276,2016,52,Male,,United States of America,Oregon,United States of America,Oregon,0,100-500,1,Maybe,,Maybe,I don't know,Neither easy nor difficult,I don't know,I don't know,No,I don't know,No,,,,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",-1,Rarely,Sometimes
1277,2016,32,Female,,Canada,-1,Canada,-1,0,26-100,1,No,,Maybe,No,Very difficult,Not eligible for coverage / NA,I don't know,No,No,"Yes, I experienced",,,,,,,,Obsessive-Compulsive Disorder,-1,Sometimes,Often
1278,2016,34,Male,,United Kingdom,-1,United Kingdom,-1,0,500-1000,1,No,,Maybe,No,I don't know,No,I don't know,No,No,Maybe/Not sure,,,,,,,,-1,-1,Not applicable to me,Not applicable to me
1279,2016,25,Female,,United States of America,Washington,United States of America,Washington,1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,"Yes, I observed",,,,,,,,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)",-1,Often,Often
1280,2016,31,Male,,United States of America,New Jersey,United States of America,New York,0,100-500,0,No,,Yes,Yes,I don't know,I don't know,I don't know,No,No,No,,,,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",-1,Rarely,Sometimes
1281,2016,26,Male,,United States of America,New York,United States of America,New York,0,6-25,1,No,,No,I don't know,Very easy,No,I don't know,No,No,Maybe/Not sure,,,,,,,,-1,-1,Not applicable to me,Not applicable to me
1282,2016,35,Male,,United States of America,Indiana,United States of America,Indiana,0,More than 1000,0,No,,No,I don't know,Somewhat easy,Yes,I don't know,Yes,I don't know,No,,,,,,,,-1,-1,Not applicable to me,Not applicable to me
1283,2016,25,Male,,Germany,-1,Germany,-1,0,26-100,1,Maybe,,Maybe,I don't know,Very easy,Yes,I don't know,No,No,No,,,,,,,,-1,-1,Not applicable to me,Not applicable to me
1284,2016,33,Male,,Canada,-1,Canada,-1,0,1-5,1,No,,Maybe,I don't know,Somewhat difficult,Yes,I don't know,No,No,"Yes, I observed",,,,,,,,-1,-1,Sometimes,Often
1285,2016,38,Male,,United States of America,New York,United States of America,New York,1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,-1,-1,Not applicable to me,Not applicable to me
1286,2016,42,Male,,Germany,-1,Germany,-1,0,100-500,0,No,,No,Yes,Very easy,Yes,Yes,I don't know,Yes,Maybe/Not sure,,,,,,,,-1,-1,Not applicable to me,Not applicable to me
1287,2016,27,Male,,Netherlands,-1,Netherlands,-1,0,26-100,0,Yes,,Yes,No,Very difficult,No,I don't know,No,No,Maybe/Not sure,,,,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",-1,Rarely,Often
1288,2016,35,Male,,Germany,-1,Germany,-1,0,100-500,1,No,,No,I don't know,Somewhat difficult,I don't know,I don't know,No,No,Maybe/Not sure,,,,,,,,-1,"Mood Disorder (Depression, Bipolar Disorder, etc)",Sometimes,Often
1289,2016,34,Female,,United Kingdom,-1,United Kingdom,-1,0,500-1000,0,No,,Maybe,I don't know,Neither easy nor difficult,I don't know,I don't know,Yes,Yes,"Yes, I observed",,,,,,,,-1,"Mood Disorder (Depression, Bipolar Disorder, etc)",Sometimes,Often
1290,2016,32,Bigender,,United Kingdom,-1,United Kingdom,-1,0,6-25,1,No,,No,Yes,Somewhat easy,Not eligible for coverage / NA,Yes,No,No,"Yes, I observed",,,,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",-1,Sometimes,Often
1291,2016,32,non-binary,,Germany,-1,Germany,-1,0,100-500,1,No,,Maybe,No,Somewhat easy,Not eligible for coverage / NA,I don't know,No,No,Maybe/Not sure,,,,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",-1,Rarely,Often
1292,2016,30,Male,,United States of America,New York,United States of America,New York,0,100-500,1,No,,No,Yes,Very easy,Yes,Yes,No,Yes,No,,,,,,,,Substance Use Disorder,-1,Often,Sometimes
1293,2016,31,Male,,United States of America,Minnesota,United States of America,Minnesota,0,More than 1000,1,No,,Maybe,No,Very easy,I don't know,I don't know,No,No,No,,,,,,,,-1,"Mood Disorder (Depression, Bipolar Disorder, etc)",Rarely,Often
1294,2016,37,Male,,Czech Republic,-1,Czech Republic,-1,1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,No,,,,,,,,-1,-1,Not applicable to me,Not applicable to me
1295,2016,36,Male,,United Kingdom,-1,United Kingdom,-1,0,26-100,1,No,,No,Yes,Very easy,Yes,Yes,No,I don't know,Maybe/Not sure,,,,,,,,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)",-1,Not applicable to me,Sometimes
1296,2016,33,Male,,Germany,-1,Germany,-1,0,100-500,1,No,,Maybe,I don't know,Somewhat easy,No,I don't know,No,Yes,No,,,,,,,,-1,-1,Not applicable to me,Not applicable to me
1297,2016,44,Male,,United States of America,Washington,United States of America,Washington,0,26-100,1,No,,No,Yes,Very easy,Yes,Yes,No,Yes,"Yes, I experienced",,,,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",-1,Sometimes,Often
1298,2016,29,Male,,United Kingdom,-1,United Kingdom,-1,0,100-500,1,No,,No,Yes,Somewhat easy,No,I don't know,No,No,"Yes, I observed",,,,,,,,-1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",Never,Sometimes
1299,2016,29,Male,,United Kingdom,-1,United Kingdom,-1,0,100-500,1,No,,No,I don't know,Somewhat easy,No,I don't know,Yes,No,No,,,,,,,,-1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",Rarely,Sometimes
1300,2016,44,Male,,Canada,-1,Canada,-1,0,More than 1000,1,No,,Maybe,I don't know,Neither easy nor difficult,Yes,I don't know,I don't know,I don't know,"Yes, I observed",,,,,,,,-1,-1,Not applicable to me,Not applicable to me
1301,2016,34,Male,,United States of America,Georgia,United States of America,Georgia,1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,"Yes, I observed",,,,,,,,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)",-1,Rarely,Sometimes
1302,2016,40,Male,,United States of America,Minnesota,United States of America,Minnesota,0,100-500,1,No,,No,No,Somewhat easy,Yes,Yes,No,I don't know,Maybe/Not sure,,,,,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",-1,Rarely,Sometimes
1303,2016,46,Female assigned at birth,,Netherlands,-1,Netherlands,-1,0,More than 1000,1,Maybe,,Yes,No,Somewhat difficult,Yes,Yes,No,No,Maybe/Not sure,,,,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",-1,Often,Often
1304,2016,28,Male,,Lithuania,-1,Lithuania,-1,1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,"Yes, I experienced",,,,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",-1,Sometimes,Often
1305,2016,41,Male,,United States of America,Georgia,United States of America,Georgia,0,More than 1000,0,No,,Maybe,No,Somewhat difficult,No,No,No,No,No,,,,,,,,-1,-1,Not applicable to me,Not applicable to me
1306,2016,33,Male,,United States of America,Kentucky,United States of America,Kentucky,0,6-25,1,Maybe,,Maybe,No,Somewhat easy,Yes,I don't know,I don't know,Yes,"Yes, I experienced",,,,,,,,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)",-1,Sometimes,Often
1307,2016,32,Male,,United States of America,West Virginia,United States of America,Ohio,1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,"Yes, I observed",,,,,,,,Substance Use Disorder,-1,Rarely,Often
1308,2016,45,Male,,United States of America,Virginia,United States of America,Virginia,0,6-25,1,No,,Maybe,I don't know,I don't know,I don't know,I don't know,No,I don't know,No,,,,,,,,-1,"Mood Disorder (Depression, Bipolar Disorder, etc)",Not applicable to me,Sometimes
1309,2016,43,Male,,United Kingdom,-1,United Kingdom,-1,1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,Maybe/Not sure,,,,,,,,-1,"Mood Disorder (Depression, Bipolar Disorder, etc)",Not applicable to me,Not applicable to me
1310,2016,37,Female,,United States of America,California,United States of America,California,0,6-25,1,No,,No,I don't know,Very easy,Yes,Yes,No,No,No,,,,,,,,Attention Deficit Hyperactivity Disorder,-1,Often,Often
1311,2016,37,Male,,Australia,-1,Australia,-1,0,26-100,1,Maybe,,Maybe,I don't know,Somewhat easy,No,I don't know,No,No,Maybe/Not sure,,,,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",-1,Sometimes,Often
1312,2016,27,Male,,United States of America,California,United States of America,California,0,6-25,1,Maybe,,Maybe,I don't know,Very easy,Yes,Yes,No,No,Maybe/Not sure,,,,,,,,-1,-1,Not applicable to me,Not applicable to me
1313,2016,31,Male,,Netherlands,-1,Netherlands,-1,1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,-1,-1,Not applicable to me,Not applicable to me
